Orgunit ID,Data ID,Orgunit name,Data,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,21-Oct,21-Nov,21-Dec,Max Z score,Max modified Z score,Gap weight,Outlier weight,Total weight
BjC1xL40gHo,QZpWVTFZEE7,Kakamega County,HCD - Implants (1-Rod),1850,759,804,495,195,1591,142,98,66,74,289,247,2.15,5.39,0,2807,2807
ihZsJ8alvtb,QZpWVTFZEE7,Kericho County,HCD - Implants (1-Rod),478,196,287,255,85,35,92,54,58,65,275,272,2.19,2.26,0,326,326
qKzosKQPl6G,QZpWVTFZEE7,Kiambu County,HCD - Implants (1-Rod),792,269,512,620,284,99,193,126,62,90,243,204,2.17,3.45,0,546,546
nrI2khZx3d0,QZpWVTFZEE7,Kilifi County,HCD - Implants (1-Rod),1359,449,713,469,249,63,189,101,66,80,365,326,2.68,3.93,0,1080,1080
tAbBVBbueqD,QZpWVTFZEE7,Kisumu County,HCD - Implants (1-Rod),1102,285,463,484,179,52,134,58,35,59,336,312,2.69,3.38,0,884,884
N7YETT3A9r1,QZpWVTFZEE7,Kwale County,HCD - Implants (1-Rod),671,218,288,292,140,3354,126,64,43,41,277,275,3.12,18.47,0,3133,3133
NjWSbQTwys4,QZpWVTFZEE7,Lamu County,HCD - Implants (1-Rod),43,31,30,22,14,1172,8,2,1,2,10,9,3.17,78.24,0,1156,1156
yhCUgGcCcOo,QZpWVTFZEE7,Machakos County,HCD - Implants (1-Rod),627,189,309,366,176,72,115,38,24,27,112,95,2.52,4.59,0,489,489
BoDytkJQ4Qi,QZpWVTFZEE7,Makueni County,HCD - Implants (1-Rod),376,97,115,95,32,2,13,8,2,6,25,15,2.93,15.01,0,432,432
Eey8fT4Im3y,QZpWVTFZEE7,Marsabit County,HCD - Implants (1-Rod),86,37,42,64,30,3,19,1,0,0,26,32,2.01,3.23,62,58,120
Y52XNJ50hYb,QZpWVTFZEE7,Meru County,HCD - Implants (1-Rod),803,301,471,493,245,71,166,71,61,112,451,440,2.16,1.9,0,541,541
fVra3Pwta0Q,QZpWVTFZEE7,Migori County,HCD - Implants (1-Rod),2712,1085,1503,1449,675,232,394,185,126,156,1077,951,2.4,2.12,0,2000,2000
wsBsC6gjHvn,QZpWVTFZEE7,Mombasa County,HCD - Implants (1-Rod),1146,377,643,602,298,137,226,101,70,136,391,328,2.53,3.18,0,845,845
ahwTMNAJvrL,QZpWVTFZEE7,Muranga County,HCD - Implants (1-Rod),289,114,213,195,100,53,61,46,34,34,114,109,2.18,2.26,0,191,191
t0J75eHKxz5,QZpWVTFZEE7,Nandi County,HCD - Implants (1-Rod),461,156,313,307,125,13,66,22,18,27,234,184,2.08,1.86,0,328,328
kqJ83J2D72s,QZpWVTFZEE7,Narok County,HCD - Implants (1-Rod),928,325,421,315,93,20,26,12,10,88,456,610,2.24,2.6,0,712,712
uepLTG8wGWJ,QZpWVTFZEE7,Nyamira County,HCD - Implants (1-Rod),1355,547,837,907,315,9250,184,62,32,79,418,360,3.14,18.77,0,8787,8787
u4t9H8XyU9P,QZpWVTFZEE7,Siaya County,HCD - Implants (1-Rod),778,360,415,316,103,35,87,65,40,65,201,164,2.55,5.37,0,610,610
QyGNX2DpR4h,QZpWVTFZEE7,Taita Taveta County,HCD - Implants (1-Rod),12,5,5,13,5,2,3,3,2,7,26,26,1.95,5.67,0,41,41
T4urHM47nlm,QZpWVTFZEE7,Tharaka Nithi County,HCD - Implants (1-Rod),36,15,33,40,40,4,23,19,3,15,85,102,2.21,3.99,0,74,74
mThvosEflAU,QZpWVTFZEE7,Trans Nzoia County,HCD - Implants (1-Rod),974,406,443,542,208,27,148,42,39,67,432,356,2.39,2.48,0,728,728
pZqQRRW7PHP,QZpWVTFZEE7,Uasin Gishu County,HCD - Implants (1-Rod),1077,294,491,749,273,142,191,129,96,105,284,244,2.48,4.49,0,804,804
sANMZ3lpqGs,QZpWVTFZEE7,Vihiga County,HCD - Implants (1-Rod),644,308,370,417,148,40,131,57,40,42,163,133,2.31,3.41,0,476,476
CeLsrJOH0g9,QZpWVTFZEE7,Wajir County,HCD - Implants (1-Rod),58,11,18,30,4,2,3,1,1,2,7,9,2.73,8.85,0,76,76
vvOK1BxTbet,WLS1R40DxXt,Baringo County,HCD - Implants (2-Rod) - 3yrs,238,90,160,147,1082,8,35,10,5,10,86,82,3.08,9.1,0,1003,1003
HMNARUV2CW4,WLS1R40DxXt,Bomet County,HCD - Implants (2-Rod) - 3yrs,142,19161,110,350,174,54,121,73,42,76,525,518,3.17,188.76,0,19823,19823
KGHhQ5GLd4k,WLS1R40DxXt,Bungoma County,HCD - Implants (2-Rod) - 3yrs,1329,15429,1138,2023,1038,359,925,494,406,509,2071,1981,3.14,15.16,0,14313,14313
MqnLxQBigG0,WLS1R40DxXt,Elgeyo Marakwet County,HCD - Implants (2-Rod) - 3yrs,297,120,231,381,157,50,145,82,113,123,566,559,1.85,3.76,0,785,785
PFu8alU2KWG,WLS1R40DxXt,Embu County,HCD - Implants (2-Rod) - 3yrs,328,99,161,5615,130,53,76,65,56,56,176,195,3.17,63.42,0,5488,5488
uyOrcHZBpW0,WLS1R40DxXt,Garissa County,HCD - Implants (2-Rod) - 3yrs,1144,19,65,48,40,15,17,11,5,3,34,33,3.17,52.01,0,1118,1118
nK0A12Q7MvS,WLS1R40DxXt,Homa Bay County,HCD - Implants (2-Rod) - 3yrs,3752,523,10531,1281,770,965,748,351,174,269,660,698,3.01,21.55,0,12995,12995
Hsk1YV8kHkT,WLS1R40DxXt,Kajiado County,HCD - Implants (2-Rod) - 3yrs,458,157,303,287,137,12263,4480,31,23,23,198,174,2.98,59.9,0,16385,16385
BjC1xL40gHo,WLS1R40DxXt,Kakamega County,HCD - Implants (2-Rod) - 3yrs,26043,962,6189,2533,1284,416,867,501,303,459,1953,1811,3.1,24.1,0,30014,30014
ihZsJ8alvtb,WLS1R40DxXt,Kericho County,HCD - Implants (2-Rod) - 3yrs,142,71,95,92,31,22,73,30,27,17,289,222,2.28,3.36,0,214,214
qKzosKQPl6G,WLS1R40DxXt,Kiambu County,HCD - Implants (2-Rod) - 3yrs,1062,12359,822,1207,599,192,492,315,228,318,1302,1225,3.15,17.9,0,11653,11653
nrI2khZx3d0,WLS1R40DxXt,Kilifi County,HCD - Implants (2-Rod) - 3yrs,1446,5349,975,1288,735,286,808,576,474,545,1550,1468,3.01,7.39,0,4426,4426
sPkRcDvhGWA,WLS1R40DxXt,Kisii County,HCD - Implants (2-Rod) - 3yrs,867,543,538,10113,249,116,196,151,119,107,525,516,3.16,31.4,0,9756,9756
tAbBVBbueqD,WLS1R40DxXt,Kisumu County,HCD - Implants (2-Rod) - 3yrs,1114,294,614,733,272,83,236,154,75,135,396,350,2.4,4.05,0,810,810
j8o6iO4Njsi,WLS1R40DxXt,Kitui County,HCD - Implants (2-Rod) - 3yrs,671,212,6851,833,368,154,335,173,112,121,698,623,3.15,18.65,0,6460,6460
N7YETT3A9r1,WLS1R40DxXt,Kwale County,HCD - Implants (2-Rod) - 3yrs,216,114,92,14263,68,24,54,26,11,21,234,120,3.17,173.94,0,14174,14174
NjWSbQTwys4,WLS1R40DxXt,Lamu County,HCD - Implants (2-Rod) - 3yrs,95,67,1840,196,152,1,132,41,0,28,44,40,3,30.66,67,1760,1827
yhCUgGcCcOo,WLS1R40DxXt,Machakos County,HCD - Implants (2-Rod) - 3yrs,209,60,200,473,263,100,198,62,20,31,216,181,2.41,2.35,0,333,333
BoDytkJQ4Qi,WLS1R40DxXt,Makueni County,HCD - Implants (2-Rod) - 3yrs,252,202,318,913,389,44,226,179,18,32,187,163,2.81,5.36,0,730,730
R6f9znhg37c,WLS1R40DxXt,Mandera County,HCD - Implants (2-Rod) - 3yrs,23,1454,34,45,64,8,303,6,6,7,34,27,3.11,41.75,0,1706,1706
Eey8fT4Im3y,WLS1R40DxXt,Marsabit County,HCD - Implants (2-Rod) - 3yrs,70,23,17,36,4,0,1,0,0,0,12,10,2.15,3.94,58,55,113
fVra3Pwta0Q,WLS1R40DxXt,Migori County,HCD - Implants (2-Rod) - 3yrs,2386,54488,1486,2301,1273,453,1079,524,381,503,2836,2725,3.17,38.77,0,53038,53038
wsBsC6gjHvn,WLS1R40DxXt,Mombasa County,HCD - Implants (2-Rod) - 3yrs,485,6240,333,601,327,179,373,235,214,291,886,902,3.14,29.3,0,5801,5801
ob6SxuRcqU4,WLS1R40DxXt,Nakuru County,HCD - Implants (2-Rod) - 3yrs,1676,11486,1147,2220,871,207,540,265,223,261,1922,1951,3.08,9.21,0,10460,10460
t0J75eHKxz5,WLS1R40DxXt,Nandi County,HCD - Implants (2-Rod) - 3yrs,370,115,233,6469,156,40,120,55,33,46,353,361,3.17,44.25,0,6298,6298
uepLTG8wGWJ,WLS1R40DxXt,Nyamira County,HCD - Implants (2-Rod) - 3yrs,384,6661,210,337,124,14,75,16,10,39,384,402,3.16,28.26,0,6480,6480
mYZacFNIB3h,WLS1R40DxXt,Nyandarua County,HCD - Implants (2-Rod) - 3yrs,740,68,228,475,200,59,158,61,47,38,117,92,2.6,7.72,0,1001,1001
ptWVfaCIdVx,WLS1R40DxXt,Nyeri County,HCD - Implants (2-Rod) - 3yrs,362,1913,275,354,197,70,114,65,38,35,151,147,3.1,12.2,0,1749,1749
JsH2bnvNt2d,WLS1R40DxXt,Tana River County,HCD - Implants (2-Rod) - 3yrs,80,34,91,70,46,5,36,8,0,5,35,51,1.66,1.32,36,0,36
T4urHM47nlm,WLS1R40DxXt,Tharaka Nithi County,HCD - Implants (2-Rod) - 3yrs,4600,79,249,321,198,22,64,49,38,51,296,284,3.16,28.52,0,4450,4450
mThvosEflAU,WLS1R40DxXt,Trans Nzoia County,HCD - Implants (2-Rod) - 3yrs,944,299,3411,802,368,110,257,131,146,174,995,989,2.93,9.75,0,2937,2937
kphDeKClFch,WLS1R40DxXt,Turkana County,HCD - Implants (2-Rod) - 3yrs,35,768,31,72,33,11,467,9,7,2,28,20,2.68,25.54,0,1185,1185
pZqQRRW7PHP,WLS1R40DxXt,Uasin Gishu County,HCD - Implants (2-Rod) - 3yrs,981,352,656,1265,464,201,333,136,115,94,500,501,2.23,2.54,0,871,871
CeLsrJOH0g9,WLS1R40DxXt,Wajir County,HCD - Implants (2-Rod) - 3yrs,1965,6,26,36,26,2,23,2,1,1,32,26,3.17,87.26,0,1949,1949
Tvf1zgVZ0K4,CH3syaQ3wJ3,Busia County,HCD - Injectables,3441,1413,1593,2021,555,228,401,362,180,210,1600,1741,2.29,2.41,0,2504,2504
uyOrcHZBpW0,CH3syaQ3wJ3,Garissa County,HCD - Injectables,935,325,1404,910,548,160,318,185,177,182,750,759,2.13,2.43,0,927,927
sPkRcDvhGWA,CH3syaQ3wJ3,Kisii County,HCD - Injectables,4598,2025,2660,2998,1155,311,721,310,238,187,766,569,2.3,5.54,0,3513,3513
Y52XNJ50hYb,CH3syaQ3wJ3,Meru County,HCD - Injectables,6313,2485,4041,4241,1734,745,1441,843,1440,900,3385,4003,2.09,2.23,0,4017,4017
jkG3zaihdSs,CH3syaQ3wJ3,Nairobi County,HCD - Injectables,15661,6985,11263,10545,5145,1427,2731,1361,933,1566,6649,7159,2.06,1.5,0,10592,10592
HMNARUV2CW4,YSjqRqkkQdi,Bomet County,HCD - Male Condoms,34915,1118877,32559,44184,22251,11854,18502,11903,4337,10852,28121,26985,3.17,64.15,0,1096471,1096471
KGHhQ5GLd4k,YSjqRqkkQdi,Bungoma County,HCD - Male Condoms,328985,1341711,227512,169570,96313,134853,88957,62291,31400,1367400,209609,216410,2.14,8.19,0,2395931,2395931
Tvf1zgVZ0K4,YSjqRqkkQdi,Busia County,HCD - Male Condoms,24145,9710,11396,18161,6913,2033,5987,2569,2174,1934,12985,14701,2.06,1.8,0,16094,16094
PFu8alU2KWG,YSjqRqkkQdi,Embu County,HCD - Male Condoms,14157,6391,489285,253579,3551,546,2365,845,825,978,8645,8944,2.8,80.47,0,733415,733415
uyOrcHZBpW0,YSjqRqkkQdi,Garissa County,HCD - Male Condoms,147704,1746,2800,4882,2172,867,1331,689,721,748,4459,3676,3.17,80.28,0,145514,145514
nK0A12Q7MvS,YSjqRqkkQdi,Homa Bay County,HCD - Male Condoms,443905,97775,1830754,651350,69598,1006280,59152,36127,18488,40526,128067,128420,2.64,15.53,0,3147698,3147698
bzOfj0iwfDH,YSjqRqkkQdi,Isiolo County,HCD - Male Condoms,9302,2658,6677,6838,2731,594,2317,1501,494,1365,2808,2721,2.15,3.55,0,6511,6511
Hsk1YV8kHkT,YSjqRqkkQdi,Kajiado County,HCD - Male Condoms,28711,13214,386436,67588,15028,2406,12424,7129,5159,7683,33964,34268,3.13,24.29,0,365747,365747
BjC1xL40gHo,YSjqRqkkQdi,Kakamega County,HCD - Male Condoms,657651,198820,315118,138030,191635,149517,33433,21817,15736,1286152,114474,124372,2.79,9.32,0,1683213,1683213
ihZsJ8alvtb,YSjqRqkkQdi,Kericho County,HCD - Male Condoms,29454,12341,16376,16231,46121,2825,5610,4752,5074,6307,16619,15283,2.52,2.77,0,34224,34224
qKzosKQPl6G,YSjqRqkkQdi,Kiambu County,HCD - Male Condoms,36485,801100,29308,847251,20523,8769,16589,11789,7974,124783,137669,40839,2.19,24.29,0,1561405,1561405
nrI2khZx3d0,YSjqRqkkQdi,Kilifi County,HCD - Male Condoms,76998,373819,53726,1498676,24888,7731,17838,9882,8212,10987,281700,79649,3.05,31.41,0,2057558,2057558
Ulj33KBau7V,YSjqRqkkQdi,Kirinyaga County,HCD - Male Condoms,9986,3891,6096,291235,2640,801,1442,940,1038,51625,5767,6631,3.13,53.83,0,335014,335014
sPkRcDvhGWA,YSjqRqkkQdi,Kisii County,HCD - Male Condoms,105716,39802,44908,1635504,30849,9331,25151,12659,6617,11281,2159696,119995,2.47,57.27,0,3713938,3713938
tAbBVBbueqD,YSjqRqkkQdi,Kisumu County,HCD - Male Condoms,78220,32837,52976,48048,263504,3800,17148,6953,3275,6467,51222,46654,2.98,5.45,0,231904,231904
j8o6iO4Njsi,YSjqRqkkQdi,Kitui County,HCD - Male Condoms,17492,89226,579400,555219,15313,6958,12054,9998,1013424,6590,22024,21347,2.45,61.28,0,2181381,2181381
N7YETT3A9r1,YSjqRqkkQdi,Kwale County,HCD - Male Condoms,21564,7558,10616,236858,487274,3439,6013,4226,2364,271483,18535,19579,2.53,33.72,0,964317,964317
xuFdFy6t9AH,YSjqRqkkQdi,Laikipia County,HCD - Male Condoms,21065,10278,75275,348963,89914,2212,5273,2444,224904,2323,33991,34860,2.57,8.62,0,518340,518340
NjWSbQTwys4,YSjqRqkkQdi,Lamu County,HCD - Male Condoms,5997,3808,47483,6659,4650,143,3590,152,230,1142,3988,3817,3.13,12.13,0,44376,44376
yhCUgGcCcOo,YSjqRqkkQdi,Machakos County,HCD - Male Condoms,109401,268065,96611,517799,61141,5238,7763,4974,3010,249572,119734,109597,2.56,2.9,0,423698,423698
BoDytkJQ4Qi,YSjqRqkkQdi,Makueni County,HCD - Male Condoms,36162,104544,37724,452972,73586,2989,8838,4424,59905,5200,31188,21997,3.07,10.34,0,417830,417830
R6f9znhg37c,YSjqRqkkQdi,Mandera County,HCD - Male Condoms,2385,22547,3090,2014,195,104,128,131,92,136,1254,1557,3.13,23.49,0,21539,21539
Eey8fT4Im3y,YSjqRqkkQdi,Marsabit County,HCD - Male Condoms,13017,4516,8615,47292,5197,1419,2975,951,344,87217,5424,5776,2.77,15.35,0,124862,124862
Y52XNJ50hYb,YSjqRqkkQdi,Meru County,HCD - Male Condoms,100299,21715,115890,319298,17902,3220,85791,5990,3264,9269,27967,30727,2.85,9.83,0,280931,280931
fVra3Pwta0Q,YSjqRqkkQdi,Migori County,HCD - Male Condoms,171609,1485705,139454,169243,31261,11882,26128,16331,3109851,18896,307019,299271,2.85,14.58,0,4357337,4357337
wsBsC6gjHvn,YSjqRqkkQdi,Mombasa County,HCD - Male Condoms,38354,106881,9558,1053048,5890,3737,7125,7780,22359,55863,49114,51672,3.16,30.12,0,1020472,1020472
ahwTMNAJvrL,YSjqRqkkQdi,Muranga County,HCD - Male Condoms,9996,5026,8745,27093,6219,1253,3345,1258,1001,1902,13814,13634,2.52,3.32,0,21075,21075
jkG3zaihdSs,YSjqRqkkQdi,Nairobi County,HCD - Male Condoms,814213,290093,1207731,2903533,308408,122966,360801,144540,35316,337670,374976,213968,2.9,12.11,0,3510674,3510674
ob6SxuRcqU4,YSjqRqkkQdi,Nakuru County,HCD - Male Condoms,395530,1128994,327436,2177725,70749,9709,50233,12415,15080,14665,420111,353725,2.75,7.19,0,1923303,1923303
t0J75eHKxz5,YSjqRqkkQdi,Nandi County,HCD - Male Condoms,80620,199039,49763,772066,19569,6466,15067,9977,7712,584396,46465,43594,2.44,13.88,0,1260808,1260808
kqJ83J2D72s,YSjqRqkkQdi,Narok County,HCD - Male Condoms,63984,49019,55966,484322,35688,2817,133875,3413,153996,3609,57076,48917,2.97,8.87,0,429017,429017
uepLTG8wGWJ,YSjqRqkkQdi,Nyamira County,HCD - Male Condoms,72371,556984,47695,874080,34804,291018,23127,15337,8498,15201,81146,82014,2.57,13.46,0,1595351,1595351
ptWVfaCIdVx,YSjqRqkkQdi,Nyeri County,HCD - Male Condoms,37512,96263,32861,68992,17452,5746,11209,7634,5708,585161,34873,37337,3.13,15.21,0,552835,552835
o36zCRjSd4G,YSjqRqkkQdi,Samburu County,HCD - Male Condoms,3662,399,2898,73632,553,147,457,261,97,276,2006,1644,3.17,128.78,0,78245,78245
QyGNX2DpR4h,YSjqRqkkQdi,Taita Taveta County,HCD - Male Condoms,16445,8034,10511,29693,3972,1415,5137,2926,586093,249285,60098,62087,2.91,34.16,0,795314,795314
JsH2bnvNt2d,YSjqRqkkQdi,Tana River County,HCD - Male Condoms,11723,2593,48348,6762,5573,3358,4785,3510,3199,3943,7036,7320,3.11,15.83,0,42911,42911
T4urHM47nlm,YSjqRqkkQdi,Tharaka Nithi County,HCD - Male Condoms,26350,221371,19270,59024,14182,1928,5771,4002,2889,4110,31087,30132,3.05,10.57,0,203303,203303
mThvosEflAU,YSjqRqkkQdi,Trans Nzoia County,HCD - Male Condoms,59639,16571,461877,73374,26259,13912,24499,14207,13493,540466,252094,189510,2.15,11.47,0,1110616,1110616
kphDeKClFch,YSjqRqkkQdi,Turkana County,HCD - Male Condoms,25793,14610,22684,67749,12681,13702,17227,18529,19748,258790,471255,36497,2.77,43,0,737304,737304
pZqQRRW7PHP,YSjqRqkkQdi,Uasin Gishu County,HCD - Male Condoms,65806,221986,30315,1149715,15187,245364,11871,5314,5043,6999,39261,34898,3.07,28.49,0,1545500,1545500
CeLsrJOH0g9,YSjqRqkkQdi,Wajir County,HCD - Male Condoms,39916,1357,2385,2798,990,73,745,225,77,421,2557,2168,3.16,24.99,0,38662,38662
XWALbfAPa6n,YSjqRqkkQdi,West Pokot County,HCD - Male Condoms,13433,7299,817906,327520,2480,1346,1941,3346,3615,3795,11666,11756,2.94,140.37,0,1133291,1133291
vvOK1BxTbet,uSncmqR1fxb,Baringo County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,154,16,0,326,0,1.03,0.84,1386,0,1386
HMNARUV2CW4,uSncmqR1fxb,Bomet County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,130,0,0,82,0,0.71,0.67,1060,0,1060
Tvf1zgVZ0K4,uSncmqR1fxb,Busia County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,30,36,0,546,0,1.15,57.33,324,513,837
MqnLxQBigG0,uSncmqR1fxb,Elgeyo Marakwet County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,0,0,0,8,0,0,0,88,0,88
PFu8alU2KWG,uSncmqR1fxb,Embu County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,214,0,0,266,0,0.71,0.67,2400,0,2400
nK0A12Q7MvS,uSncmqR1fxb,Homa Bay County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,404,0,0,954,0,0.71,0.67,6790,0,6790
Hsk1YV8kHkT,uSncmqR1fxb,Kajiado County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,130,0,0,434,0,0.71,0.67,2820,0,2820
BjC1xL40gHo,uSncmqR1fxb,Kakamega County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,670,0,0,1830,0,0.71,0.67,12500,0,12500
ihZsJ8alvtb,uSncmqR1fxb,Kericho County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,110,0,0,498,0,0.71,0.67,3040,0,3040
qKzosKQPl6G,uSncmqR1fxb,Kiambu County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,90,0,0,182,0,0.71,0.67,1360,0,1360
nrI2khZx3d0,uSncmqR1fxb,Kilifi County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,242,0,0,916,0,0.71,0.67,5790,0,5790
Ulj33KBau7V,uSncmqR1fxb,Kirinyaga County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,274,0,0,750,0,0.71,0.67,5120,0,5120
sPkRcDvhGWA,uSncmqR1fxb,Kisii County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,1216,0,0,4878,0,0.71,0.67,30470,0,30470
tAbBVBbueqD,uSncmqR1fxb,Kisumu County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,2234,0,0,7228,0,0.71,0.67,47310,0,47310
j8o6iO4Njsi,uSncmqR1fxb,Kitui County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,860,0,0,926,0,0.71,0.67,8930,0,8930
xuFdFy6t9AH,uSncmqR1fxb,Laikipia County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,118,0,0,208,0,0.71,0.67,1630,0,1630
yhCUgGcCcOo,uSncmqR1fxb,Machakos County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,218,0,0,344,0,0.71,0.67,2810,0,2810
fVra3Pwta0Q,uSncmqR1fxb,Migori County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,1114,0,0,3368,0,0.71,0.67,22410,0,22410
wsBsC6gjHvn,uSncmqR1fxb,Mombasa County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,508,0,0,882,0,0.71,0.67,6950,0,6950
ahwTMNAJvrL,uSncmqR1fxb,Muranga County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,0,0,0,18,0,0,0,198,0,198
jkG3zaihdSs,uSncmqR1fxb,Nairobi County,HCD - Oral self-test Kit,0,0,0,0,0,2525,0,268,0,0,1888,0,1.11,1.72,16992,0,16992
ob6SxuRcqU4,uSncmqR1fxb,Nakuru County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,316,4,0,516,0,1.06,1.05,2844,0,2844
t0J75eHKxz5,uSncmqR1fxb,Nandi County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,122,0,0,742,0,0.71,0.67,4320,0,4320
kqJ83J2D72s,uSncmqR1fxb,Narok County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,62,10,0,882,0,1.15,10.64,558,846,1404
mYZacFNIB3h,uSncmqR1fxb,Nyandarua County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,34,0,0,82,0,0.71,0.67,580,0,580
o36zCRjSd4G,uSncmqR1fxb,Samburu County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,54,0,0,22,0,0.71,0.67,380,0,380
u4t9H8XyU9P,uSncmqR1fxb,Siaya County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,640,0,0,5946,0,0.71,0.67,32930,0,32930
QyGNX2DpR4h,uSncmqR1fxb,Taita Taveta County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,10,0,0,112,0,0.71,0.67,610,0,610
T4urHM47nlm,uSncmqR1fxb,Tharaka Nithi County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,164,0,0,232,0,0.71,0.67,1980,0,1980
mThvosEflAU,uSncmqR1fxb,Trans Nzoia County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,118,0,0,170,0,0.71,0.67,1440,0,1440
kphDeKClFch,uSncmqR1fxb,Turkana County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,472,0,0,850,0,0.71,0.67,6610,0,6610
pZqQRRW7PHP,uSncmqR1fxb,Uasin Gishu County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,12,0,0,180,0,0.71,0.67,960,0,960
sANMZ3lpqGs,uSncmqR1fxb,Vihiga County,HCD - Oral self-test Kit,0,0,0,0,0,0,0,92,0,0,164,0,0.71,0.67,1280,0,1280
Tvf1zgVZ0K4,uiU7PDbqn74,Busia County,HCD - Progestin only pills,288,108,173,204,52,30,62,47,49,49,345,336,1.66,3.77,0,469,469
uyOrcHZBpW0,uiU7PDbqn74,Garissa County,HCD - Progestin only pills,257,139,255,208,54,30,41,46,45,40,91,91,1.73,3.89,0,355,355
bzOfj0iwfDH,uiU7PDbqn74,Isiolo County,HCD - Progestin only pills,53,1,70,86,76,0,5,2,1,1,102,139,1.82,1.18,53,0,53
sPkRcDvhGWA,uiU7PDbqn74,Kisii County,HCD - Progestin only pills,337,130,187,225,63,40,66,55,50,53,198,191,2.16,3.04,0,223,223
N7YETT3A9r1,uiU7PDbqn74,Kwale County,HCD - Progestin only pills,384,245,211,121,118,74,155,99,65,108,268,302,2.02,2.42,0,223,223
NjWSbQTwys4,uiU7PDbqn74,Lamu County,HCD - Progestin only pills,193,113,91,108,58,8,48,5,2,13,84,98,2.17,2.08,0,136,136
Eey8fT4Im3y,uiU7PDbqn74,Marsabit County,HCD - Progestin only pills,95,136,140,164,81,2,17,3,0,1,36,30,1.62,2.47,36,0,36
Y52XNJ50hYb,uiU7PDbqn74,Meru County,HCD - Progestin only pills,1204,756,895,492,158,39,142,113,38,133,528,468,2.08,2.9,0,862,862
QyGNX2DpR4h,uiU7PDbqn74,Taita Taveta County,HCD - Progestin only pills,192,155,169,21,14,2,22,22,4,16,41,36,1.91,7.17,0,457,457
pZqQRRW7PHP,uiU7PDbqn74,Uasin Gishu County,HCD - Progestin only pills,680,148,341,622,221,105,255,187,188,210,779,817,1.65,4.05,0,1005,1005
